Day,Base_Demand,Tech_Trend_Multiplier,Geopolitical_Risk,Retail_Orders,MediaTek_Wafer_Orders
1860,111.33,1.47,0.063,161.0,211.0
1861,111.62,1.47,0.202,159.0,217.0
1862,111.89,1.47,0.125,168.0,234.0
1863,112.17,1.47,0.271,175.0,254.0
1864,112.44,1.47,0.08,170.0,226.0
1865,112.71,1.47,0.141,166.0,234.0
1866,112.97,1.47,0.264,170.0,231.0
1867,113.23,1.47,0.076,163.0,200.0
1868,113.49,1.47,0.093,169.0,243.0
1869,113.74,1.47,0.152,162.0,212.0
1870,113.99,1.47,0.206,167.0,220.0
1871,114.23,1.47,0.143,174.0,235.0
1872,114.47,1.47,0.037,173.0,227.0
1873,114.71,1.47,0.082,172.0,226.0
1874,114.94,1.47,0.134,171.0,232.0
1875,115.17,1.47,0.119,166.0,212.0
1876,115.39,1.47,0.299,171.0,255.0
1877,115.61,1.47,0.356,174.0,242.0
1878,115.82,1.47,0.339,169.0,249.0
1879,116.03,1.47,0.07,170.0,229.0
1880,116.23,1.47,0.288,169.0,250.0
1881,116.43,1.47,0.15,170.0,236.0
1882,116.62,1.47,0.095,168.0,216.0
1883,116.81,1.47,0.16,172.0,234.0
1884,117.0,1.47,0.152,171.0,228.0
1885,117.18,1.47,0.371,165.0,230.0
1886,117.35,1.47,0.246,186.0,269.0
1887,117.52,1.47,0.014,168.0,212.0
1888,117.68,1.47,0.381,173.0,259.0
1889,117.84,1.47,0.02,174.0,227.0
1890,117.99,1.47,0.223,171.0,230.0
1891,118.14,1.47,0.279,174.0,238.0
1892,118.28,1.47,0.244,170.0,239.0
1893,118.42,1.47,0.049,178.0,223.0
1894,118.55,1.47,0.282,175.0,261.0
1895,118.68,1.47,0.228,179.0,266.0
1896,118.8,1.47,0.092,182.0,253.0
1897,118.91,1.47,0.078,174.0,236.0
1898,119.02,1.47,0.166,179.0,249.0
1899,119.12,1.47,0.152,183.0,242.0
1900,119.22,1.47,0.033,175.0,239.0
1901,119.31,1.47,0.259,179.0,270.0
1902,119.4,1.47,0.263,174.0,245.0
1903,119.48,1.47,0.038,182.0,240.0
1904,119.56,1.47,0.235,174.0,238.0
1905,119.63,1.47,0.256,180.0,253.0
1906,119.69,1.47,0.104,181.0,233.0
1907,119.75,1.47,0.428,171.0,255.0
1908,119.8,1.47,0.104,173.0,239.0
1909,119.84,1.47,0.094,173.0,236.0
1910,119.88,1.47,0.082,182.0,247.0
1911,119.92,1.47,0.386,171.0,231.0
1912,119.95,1.47,0.155,178.0,246.0
1913,119.97,1.47,0.13,180.0,252.0
1914,119.99,1.47,0.07,178.0,237.0
1915,120.0,1.47,0.307,183.0,278.0
1916,120.0,1.47,0.079,167.0,223.0
1917,120.0,1.47,0.089,180.0,246.0
1918,119.99,1.47,0.023,176.0,221.0
1919,119.98,1.47,0.117,169.0,236.0
1920,119.96,1.47,0.045,171.0,235.0
1921,119.93,1.47,0.12,185.0,244.0
1922,119.9,1.47,0.246,180.0,242.0
1923,119.87,1.47,0.105,181.0,240.0
1924,119.82,1.47,0.099,181.0,235.0
1925,119.77,1.47,0.063,170.0,232.0
1926,119.72,1.47,0.359,178.0,258.0
1927,119.66,1.47,0.348,182.0,275.0
1928,119.59,1.47,0.231,174.0,231.0
1929,119.52,1.47,0.205,183.0,248.0
1930,119.44,1.47,0.063,173.0,223.0
1931,119.36,1.47,0.215,177.0,251.0
1932,119.27,1.47,0.16,178.0,225.0
1933,119.17,1.47,0.234,179.0,252.0
1934,119.07,1.47,0.019,174.0,224.0
1935,118.97,1.47,0.093,180.0,247.0
1936,118.86,1.47,0.049,177.0,235.0
1937,118.74,1.47,0.098,167.0,215.0
1938,118.61,1.47,0.117,184.0,227.0
1939,118.49,1.47,0.162,170.0,227.0
1940,118.35,1.47,0.206,184.0,246.0
1941,118.21,1.47,0.307,173.0,240.0
1942,118.07,1.47,0.086,172.0,224.0
1943,117.92,1.47,0.255,176.0,259.0
1944,117.76,1.47,0.178,170.0,223.0
1945,117.6,1.47,0.023,164.0,196.0
1946,117.43,1.47,0.137,173.0,230.0
1947,117.26,1.47,0.344,175.0,254.0
1948,117.09,1.47,0.293,180.0,257.0
1949,116.9,1.47,0.12,166.0,220.0
1950,116.72,1.47,0.154,175.0,238.0
1951,116.53,1.47,0.236,171.0,245.0
1952,116.33,1.47,0.246,172.0,235.0
1953,116.13,1.47,0.175,176.0,254.0
1954,115.92,1.47,0.106,168.0,226.0
1955,115.71,1.47,0.286,171.0,257.0
1956,115.5,1.47,0.097,176.0,239.0
1957,115.28,1.47,0.242,175.0,236.0
1958,115.05,1.47,0.053,163.0,197.0
1959,114.82,1.47,0.252,166.0,248.0
1960,114.59,1.47,0.047,168.0,213.0
1961,114.35,1.47,0.254,173.0,245.0
1962,114.11,1.47,0.292,167.0,235.0
1963,113.87,1.47,0.152,168.0,245.0
1964,113.62,1.47,0.229,174.0,245.0
1965,113.36,1.47,0.262,165.0,223.0
1966,113.1,1.47,0.322,174.0,252.0
1967,112.84,1.47,0.083,158.0,224.0
1968,112.58,1.47,0.119,164.0,214.0
1969,112.31,1.47,0.348,159.0,218.0
1970,112.03,1.47,0.166,166.0,236.0
1971,111.76,1.47,0.214,168.0,227.0
1972,111.48,1.47,0.098,163.0,204.0
1973,111.19,1.47,0.274,161.0,223.0
1974,110.9,1.47,0.121,157.0,215.0
1975,110.61,1.47,0.028,171.0,229.0
1976,110.32,1.47,0.464,162.0,252.0
1977,110.02,1.47,0.131,160.0,207.0
1978,109.73,1.47,0.171,169.0,243.0
1979,109.42,1.47,0.022,159.0,216.0
1980,109.12,1.47,0.116,156.0,216.0
1981,108.81,1.47,0.042,157.0,196.0
1982,108.5,1.47,0.145,156.0,207.0
1983,108.19,1.47,0.248,154.0,222.0
1984,107.87,1.47,0.142,155.0,219.0
1985,107.55,1.47,0.217,171.0,230.0
1986,107.23,1.47,0.145,152.0,226.0
1987,106.91,1.47,0.23,150.0,211.0
1988,106.59,1.47,0.295,158.0,238.0
1989,106.26,1.47,0.028,156.0,192.0
1990,105.93,1.47,0.139,159.0,220.0
1991,105.6,1.47,0.11,153.0,194.0
1992,105.27,1.47,0.163,151.0,209.0
1993,104.94,1.47,0.075,163.0,222.0
1994,104.61,1.47,0.175,146.0,207.0
1995,104.27,1.47,0.102,155.0,202.0
1996,103.93,1.47,0.158,157.0,197.0
1997,103.6,1.47,0.157,157.0,219.0
1998,103.26,1.47,0.062,151.0,196.0
1999,102.92,1.47,0.113,145.0,193.0
2000,102.57,1.47,0.236,159.0,215.0
2001,102.23,1.47,0.107,148.0,200.0
2002,101.89,1.47,0.199,158.0,220.0
2003,101.55,1.47,0.158,151.0,219.0
2004,101.2,1.47,0.027,147.0,172.0
2005,100.86,1.47,0.036,151.0,185.0
2006,100.52,1.47,0.055,154.0,208.0
2007,100.17,1.47,0.062,148.0,175.0
2008,99.83,1.47,0.459,143.0,212.0
2009,99.48,1.47,0.201,138.0,216.0
2010,99.14,1.47,0.137,144.0,194.0
2011,98.8,1.47,0.142,150.0,212.0
2012,98.45,1.47,0.114,140.0,173.0
2013,98.11,1.47,0.246,148.0,217.0
2014,97.77,1.47,0.092,144.0,190.0
2015,97.43,1.47,0.135,147.0,204.0
2016,97.08,1.47,0.221,131.0,190.0
2017,96.74,1.47,0.144,135.0,180.0
2018,96.4,1.47,0.05,140.0,190.0
2019,96.07,1.47,0.373,151.0,213.0
2020,95.73,1.47,0.16,137.0,190.0
2021,95.39,1.47,0.236,140.0,203.0
2022,95.06,1.47,0.208,151.0,206.0
2023,94.73,1.47,0.258,142.0,192.0
2024,94.4,1.47,0.064,143.0,186.0
2025,94.07,1.47,0.055,135.0,190.0
2026,93.74,1.47,0.374,144.0,223.0
2027,93.41,1.47,0.207,144.0,210.0
2028,93.09,1.47,0.003,140.0,197.0
2029,92.77,1.47,0.178,136.0,189.0
2030,92.45,1.47,0.062,139.0,187.0
2031,92.13,1.47,0.096,127.0,152.0
2032,91.81,1.47,0.185,141.0,187.0
2033,91.5,1.47,0.085,130.0,180.0
2034,91.19,1.47,0.292,133.0,201.0
2035,90.88,1.47,0.049,140.0,173.0
2036,90.58,1.47,0.22,139.0,195.0
2037,90.27,1.47,0.164,125.0,194.0
2038,89.98,1.47,0.051,128.0,168.0
2039,89.68,1.47,0.287,135.0,210.0
2040,89.39,1.47,0.179,123.0,174.0
2041,89.1,1.47,0.034,138.0,188.0
2042,88.81,1.47,0.213,131.0,176.0
2043,88.52,1.47,0.086,137.0,168.0
2044,88.24,1.47,0.342,126.0,193.0
2045,87.97,1.47,0.258,126.0,183.0
2046,87.69,1.47,0.156,134.0,186.0
2047,87.42,1.47,0.168,127.0,163.0
2048,87.16,1.47,0.316,122.0,174.0
2049,86.9,1.47,0.114,131.0,171.0
2050,86.64,1.47,0.019,120.0,151.0
2051,86.38,1.47,0.183,134.0,189.0
2052,86.13,1.47,0.204,128.0,186.0
2053,85.89,1.47,0.087,122.0,167.0
2054,85.65,1.47,0.129,132.0,182.0
2055,85.41,1.47,0.153,131.0,182.0
2056,85.18,1.47,0.022,125.0,163.0
2057,84.95,1.47,0.307,136.0,190.0
2058,84.72,1.47,0.144,136.0,187.0
2059,84.5,1.47,0.357,126.0,194.0
2060,84.29,1.47,0.292,129.0,186.0
2061,84.08,1.47,0.154,130.0,170.0
2062,83.87,1.47,0.072,118.0,145.0
2063,83.67,1.47,0.173,124.0,163.0
2064,83.47,1.47,0.28,119.0,160.0
2065,83.28,1.47,0.055,118.0,186.0
2066,83.1,1.47,0.048,123.0,154.0
2067,82.91,1.47,0.268,123.0,176.0
2068,82.74,1.47,0.208,114.0,159.0
2069,82.57,1.47,0.191,123.0,186.0
2070,82.4,1.47,0.118,120.0,167.0
2071,82.24,1.47,0.259,128.0,187.0
2072,82.08,1.47,0.076,127.0,171.0
2073,81.93,1.47,0.067,116.0,158.0
2074,81.79,1.47,0.062,127.0,172.0
2075,81.65,1.47,0.087,123.0,159.0
2076,81.51,1.47,0.122,119.0,152.0
2077,81.39,1.47,0.544,117.0,185.0
2078,81.26,1.47,0.177,114.0,153.0
2079,81.14,1.47,0.206,113.0,161.0
2080,81.03,1.47,0.085,110.0,137.0
2081,80.93,1.47,0.208,119.0,152.0
2082,80.83,1.47,0.113,109.0,134.0
2083,80.73,1.47,0.108,114.0,154.0
2084,80.64,1.47,0.334,122.0,163.0
2085,80.56,1.47,0.182,126.0,195.0
2086,80.48,1.47,0.092,113.0,171.0
2087,80.41,1.47,0.191,121.0,178.0
2088,80.34,1.47,0.368,117.0,169.0
2089,80.28,1.47,0.373,115.0,167.0
2090,80.23,1.47,0.175,119.0,168.0
2091,80.18,1.47,0.284,115.0,171.0
2092,80.13,1.47,0.249,117.0,170.0
2093,80.1,1.47,0.138,118.0,149.0
2094,80.07,1.47,0.092,123.0,164.0
2095,80.04,1.47,0.213,124.0,180.0
2096,80.02,1.47,0.168,115.0,135.0
2097,80.01,1.47,0.195,116.0,151.0
2098,80.0,1.47,0.113,122.0,170.0
2099,80.0,1.47,0.224,117.0,162.0
2100,80.0,1.47,0.079,121.0,159.0
2101,80.01,1.47,0.053,122.0,173.0
2102,80.03,1.47,0.294,123.0,177.0
2103,80.05,1.47,0.164,118.0,158.0
2104,80.08,1.47,0.06,112.0,146.0
2105,80.12,1.47,0.13,117.0,157.0
2106,80.16,1.47,0.151,115.0,150.0
2107,80.2,1.47,0.238,122.0,170.0
2108,80.25,1.47,0.268,125.0,169.0
2109,80.31,1.47,0.18,126.0,171.0
2110,80.37,1.47,0.085,122.0,159.0
2111,80.44,1.47,0.049,113.0,153.0
2112,80.52,1.47,0.156,125.0,188.0
2113,80.6,1.47,0.217,120.0,172.0
2114,80.69,1.47,0.114,114.0,156.0
2115,80.78,1.47,0.089,123.0,168.0
2116,80.88,1.47,0.111,118.0,151.0
2117,80.98,1.47,0.092,109.0,154.0
2118,81.09,1.47,0.182,114.0,163.0
2119,81.2,1.47,0.151,119.0,163.0
2120,81.32,1.47,0.057,119.0,161.0
2121,81.45,1.47,0.293,114.0,169.0
2122,81.58,1.47,0.214,123.0,177.0
2123,81.72,1.47,0.121,123.0,177.0
2124,81.86,1.47,0.132,113.0,147.0
2125,82.01,1.47,0.063,134.0,191.0
2126,82.16,1.47,0.135,115.0,141.0
2127,82.32,1.47,0.01,119.0,161.0
2128,82.48,1.47,0.127,123.0,169.0
2129,82.65,1.47,0.215,119.0,158.0
2130,82.82,1.47,0.131,129.0,186.0
2131,83.0,1.47,0.128,121.0,147.0
2132,83.19,1.47,0.25,117.0,184.0
2133,83.38,1.47,0.206,125.0,198.0
2134,83.57,1.47,0.088,108.0,144.0
2135,83.77,1.47,0.221,126.0,167.0
2136,83.97,1.47,0.148,130.0,172.0
2137,84.18,1.47,0.364,112.0,176.0
2138,84.39,1.47,0.155,122.0,165.0
2139,84.61,1.47,0.068,116.0,125.0
2140,84.83,1.47,0.09,124.0,171.0
2141,85.06,1.47,0.111,136.0,193.0
2142,85.29,1.47,0.26,126.0,186.0
2143,85.53,1.47,0.113,124.0,175.0
2144,85.77,1.47,0.061,112.0,165.0
2145,86.01,1.47,0.089,121.0,160.0
2146,86.26,1.47,0.45,126.0,209.0
2147,86.51,1.47,0.177,127.0,175.0
2148,86.77,1.47,0.11,129.0,186.0
2149,87.03,1.47,0.168,131.0,180.0
2150,87.29,1.47,0.12,123.0,188.0
2151,87.56,1.47,0.064,129.0,178.0
2152,87.83,1.47,0.252,126.0,179.0
2153,88.11,1.47,0.114,124.0,157.0
2154,88.38,1.47,0.322,125.0,185.0
2155,88.67,1.47,0.156,133.0,175.0
2156,88.95,1.47,0.12,118.0,164.0
2157,89.24,1.47,0.295,122.0,182.0
2158,89.53,1.47,0.148,147.0,212.0
2159,89.83,1.47,0.073,128.0,177.0
2160,90.12,1.47,0.246,139.0,199.0
2161,90.43,1.47,0.155,132.0,195.0
2162,90.73,1.47,0.337,130.0,205.0
2163,91.04,1.47,0.159,137.0,178.0
2164,91.34,1.47,0.113,134.0,200.0
2165,91.66,1.47,0.032,133.0,188.0
2166,91.97,1.47,0.148,135.0,176.0
2167,92.29,1.46,0.303,137.0,180.0
2168,92.61,1.46,0.126,132.0,192.0
2169,92.93,1.46,0.183,134.0,188.0
2170,93.25,1.46,0.195,132.0,179.0
2171,93.57,1.46,0.178,131.0,185.0
2172,93.9,1.46,0.133,147.0,212.0
2173,94.23,1.46,0.193,133.0,166.0
2174,94.56,1.46,0.1,143.0,195.0
2175,94.89,1.46,0.142,137.0,189.0
2176,95.23,1.46,0.069,142.0,205.0
2177,95.56,1.46,0.359,140.0,215.0
2178,95.9,1.46,0.106,131.0,186.0
2179,96.24,1.46,0.264,141.0,198.0
2180,96.57,1.46,0.196,144.0,209.0
2181,96.91,1.46,0.295,137.0,194.0
2182,97.25,1.46,0.071,154.0,205.0
2183,97.6,1.46,0.162,147.0,209.0
2184,97.94,1.46,0.205,147.0,208.0
2185,98.28,1.46,0.136,148.0,206.0
2186,98.62,1.46,0.268,133.0,203.0
2187,98.97,1.46,0.12,148.0,198.0
2188,99.31,1.46,0.169,157.0,207.0
2189,99.66,1.46,0.173,150.0,198.0
2190,100.0,1.46,0.122,145.0,186.0
2191,100.34,1.46,0.148,141.0,210.0
2192,100.69,1.46,0.093,141.0,197.0
2193,101.03,1.46,0.054,141.0,198.0
2194,101.38,1.46,0.11,146.0,207.0
2195,101.72,1.46,0.225,143.0,201.0
2196,102.06,1.46,0.159,149.0,221.0
2197,102.4,1.46,0.13,151.0,199.0
2198,102.75,1.46,0.141,142.0,214.0
2199,103.09,1.46,0.37,147.0,219.0
2200,103.43,1.46,0.357,148.0,237.0
2201,103.76,1.46,0.148,149.0,194.0
2202,104.1,1.46,0.041,152.0,197.0
2203,104.44,1.46,0.49,153.0,221.0
2204,104.77,1.46,0.601,151.0,252.0
2205,105.11,1.46,0.262,150.0,218.0
2206,105.44,1.46,0.145,154.0,232.0
2207,105.77,1.46,0.332,162.0,232.0
2208,106.1,1.46,0.27,148.0,226.0
2209,106.43,1.46,0.187,161.0,225.0
2210,106.75,1.46,0.173,148.0,204.0
2211,107.07,1.46,0.065,158.0,208.0
2212,107.39,1.46,0.284,162.0,225.0
2213,107.71,1.46,0.284,151.0,221.0
2214,108.03,1.46,0.142,160.0,221.0
2215,108.34,1.46,0.054,153.0,187.0
2216,108.66,1.46,0.082,165.0,196.0
2217,108.96,1.46,0.086,151.0,200.0
2218,109.27,1.46,0.215,155.0,230.0
2219,109.57,1.46,0.155,161.0,224.0
2220,109.88,1.46,0.282,164.0,223.0
2221,110.17,1.46,0.047,161.0,196.0
2222,110.47,1.46,0.226,164.0,243.0
2223,110.76,1.46,0.166,159.0,203.0
2224,111.05,1.46,0.253,157.0,231.0
2225,111.33,1.46,0.089,170.0,234.0
2226,111.62,1.46,0.138,166.0,243.0
2227,111.89,1.46,0.105,161.0,211.0
2228,112.17,1.46,0.322,156.0,237.0
2229,112.44,1.46,0.035,170.0,238.0
2230,112.71,1.46,0.056,171.0,214.0
2231,112.97,1.46,0.073,164.0,220.0
2232,113.23,1.46,0.069,162.0,216.0
2233,113.49,1.46,0.078,164.0,209.0
2234,113.74,1.46,0.135,165.0,228.0
2235,113.99,1.46,0.207,170.0,227.0
2236,114.23,1.46,0.047,161.0,217.0
2237,114.47,1.46,0.125,164.0,245.0
2238,114.71,1.46,0.168,166.0,228.0
2239,114.94,1.46,0.217,169.0,237.0
2240,115.17,1.46,0.028,172.0,241.0
2241,115.39,1.46,0.222,170.0,252.0
2242,115.61,1.46,0.166,177.0,239.0
2243,115.82,1.46,0.118,164.0,230.0
2244,116.03,1.46,0.103,177.0,209.0
2245,116.23,1.46,0.063,165.0,209.0
2246,116.43,1.46,0.037,168.0,232.0
2247,116.62,1.46,0.221,172.0,238.0
2248,116.81,1.46,0.049,176.0,231.0
2249,117.0,1.46,0.078,169.0,217.0
2250,117.18,1.46,0.209,173.0,232.0
2251,117.35,1.46,0.012,170.0,196.0
2252,117.52,1.46,0.108,160.0,213.0
2253,117.68,1.46,0.115,171.0,237.0
2254,117.84,1.46,0.128,166.0,228.0
2255,117.99,1.46,0.077,178.0,230.0
2256,118.14,1.46,0.125,179.0,229.0
2257,118.28,1.46,0.191,168.0,231.0
2258,118.42,1.46,0.305,168.0,230.0
2259,118.55,1.46,0.103,170.0,222.0
2260,118.68,1.46,0.11,176.0,239.0
2261,118.8,1.46,0.06,176.0,225.0
2262,118.91,1.46,0.115,190.0,271.0
2263,119.02,1.46,0.267,172.0,236.0
2264,119.12,1.46,0.202,174.0,238.0
2265,119.22,1.46,0.162,183.0,262.0
2266,119.31,1.46,0.22,175.0,254.0
2267,119.4,1.46,0.105,169.0,233.0
2268,119.48,1.46,0.012,176.0,223.0
2269,119.56,1.46,0.085,178.0,244.0
2270,119.63,1.46,0.215,173.0,251.0
2271,119.69,1.46,0.077,178.0,243.0
2272,119.75,1.46,0.242,178.0,253.0
2273,119.8,1.46,0.141,172.0,242.0
2274,119.84,1.46,0.175,182.0,252.0
2275,119.88,1.46,0.234,171.0,246.0
2276,119.92,1.46,0.121,177.0,241.0
2277,119.95,1.46,0.394,172.0,242.0
2278,119.97,1.46,0.126,166.0,221.0
2279,119.99,1.46,0.317,176.0,278.0
2280,120.0,1.46,0.181,184.0,237.0
2281,120.0,1.46,0.095,174.0,251.0
2282,120.0,1.46,0.187,167.0,239.0
2283,119.99,1.46,0.182,176.0,245.0
2284,119.98,1.46,0.06,171.0,210.0
2285,119.96,1.46,0.252,180.0,256.0
2286,119.93,1.46,0.218,173.0,237.0
2287,119.9,1.45,0.313,166.0,253.0
2288,119.87,1.45,0.169,177.0,238.0
2289,119.82,1.45,0.091,175.0,233.0
2290,119.77,1.45,0.166,173.0,241.0
2291,119.72,1.45,0.15,169.0,226.0
2292,119.66,1.45,0.109,183.0,257.0
2293,119.59,1.45,0.109,172.0,230.0
2294,119.52,1.45,0.132,178.0,225.0
2295,119.44,1.45,0.309,171.0,251.0
2296,119.36,1.45,0.029,177.0,241.0
2297,119.27,1.45,0.112,174.0,250.0
2298,119.17,1.45,0.372,173.0,263.0
2299,119.07,1.45,0.054,169.0,236.0
2300,118.97,1.45,0.487,176.0,276.0
2301,118.86,1.45,0.215,180.0,243.0
2302,118.74,1.45,0.078,167.0,216.0
2303,118.61,1.45,0.189,168.0,212.0
2304,118.49,1.45,0.098,187.0,250.0
2305,118.35,1.45,0.082,167.0,230.0
2306,118.21,1.45,0.195,169.0,220.0
2307,118.07,1.45,0.024,178.0,247.0
2308,117.92,1.45,0.035,178.0,234.0
2309,117.76,1.45,0.199,159.0,213.0
2310,117.6,1.45,0.09,175.0,219.0
2311,117.43,1.45,0.251,170.0,258.0
2312,117.26,1.45,0.141,170.0,244.0
2313,117.09,1.45,0.093,176.0,233.0
2314,116.9,1.45,0.237,168.0,248.0
2315,116.72,1.45,0.169,167.0,229.0
2316,116.53,1.45,0.559,168.0,259.0
2317,116.33,1.45,0.103,167.0,219.0
2318,116.13,1.45,0.045,170.0,223.0
2319,115.92,1.45,0.331,175.0,252.0
2320,115.71,1.45,0.116,170.0,232.0
2321,115.5,1.45,0.054,168.0,238.0
2322,115.28,1.45,0.187,170.0,260.0
2323,115.05,1.45,0.146,171.0,223.0
2324,114.82,1.45,0.137,170.0,237.0
2325,114.59,1.45,0.221,163.0,232.0
2326,114.35,1.45,0.113,168.0,233.0
2327,114.11,1.45,0.306,155.0,221.0
2328,113.87,1.45,0.193,173.0,247.0
2329,113.62,1.45,0.059,172.0,216.0
2330,113.36,1.45,0.22,169.0,272.0
2331,113.1,1.45,0.126,170.0,235.0
2332,112.84,1.45,0.504,163.0,261.0
2333,112.58,1.45,0.093,160.0,204.0
2334,112.31,1.45,0.057,157.0,201.0
2335,112.03,1.45,0.088,167.0,210.0
2336,111.76,1.45,0.114,158.0,229.0
2337,111.48,1.45,0.138,160.0,208.0
2338,111.19,1.45,0.213,162.0,226.0
2339,110.9,1.45,0.031,161.0,210.0
2340,110.61,1.45,0.074,162.0,221.0
2341,110.32,1.45,0.154,151.0,195.0
2342,110.02,1.45,0.054,158.0,219.0
2343,109.73,1.45,0.209,163.0,242.0
2344,109.42,1.45,0.073,156.0,202.0
2345,109.12,1.45,0.089,154.0,206.0
2346,108.81,1.45,0.048,162.0,221.0
2347,108.5,1.45,0.048,155.0,208.0
2348,108.19,1.45,0.26,158.0,215.0
2349,107.87,1.45,0.149,155.0,220.0
2350,107.55,1.45,0.093,156.0,225.0
2351,107.23,1.45,0.228,163.0,246.0
2352,106.91,1.45,0.517,158.0,251.0
2353,106.59,1.45,0.118,148.0,209.0
2354,106.26,1.45,0.321,152.0,218.0
2355,105.93,1.45,0.249,151.0,206.0
2356,105.6,1.45,0.159,154.0,212.0
2357,105.27,1.45,0.15,157.0,238.0
2358,104.94,1.45,0.472,152.0,228.0
2359,104.61,1.45,0.049,151.0,205.0
2360,104.27,1.45,0.319,140.0,208.0
2361,103.93,1.45,0.126,157.0,210.0
2362,103.6,1.45,0.101,149.0,216.0
2363,103.26,1.45,0.049,151.0,215.0
2364,102.92,1.45,0.118,150.0,231.0
2365,102.57,1.45,0.039,145.0,183.0
2366,102.23,1.45,0.286,147.0,216.0
2367,101.89,1.45,0.116,144.0,196.0
2368,101.55,1.45,0.244,154.0,212.0
2369,101.2,1.45,0.142,135.0,179.0
2370,100.86,1.45,0.176,141.0,198.0
2371,100.52,1.45,0.093,144.0,189.0
2372,100.17,1.45,0.114,152.0,197.0
2373,99.83,1.45,0.059,148.0,198.0
2374,99.48,1.45,0.238,136.0,181.0
2375,99.14,1.45,0.101,143.0,188.0
2376,98.8,1.45,0.235,146.0,211.0
2377,98.45,1.45,0.01,153.0,199.0
2378,98.11,1.45,0.306,140.0,201.0
2379,97.77,1.45,0.139,135.0,203.0
2380,97.43,1.45,0.196,142.0,213.0
2381,97.08,1.44,0.011,140.0,184.0
2382,96.74,1.44,0.027,142.0,177.0
2383,96.4,1.44,0.551,143.0,233.0
2384,96.07,1.44,0.092,140.0,214.0
2385,95.73,1.44,0.358,141.0,222.0
2386,95.39,1.44,0.08,146.0,183.0
2387,95.06,1.44,0.14,136.0,184.0
2388,94.73,1.44,0.159,131.0,173.0
2389,94.4,1.44,0.076,138.0,175.0
2390,94.07,1.44,0.132,129.0,188.0
2391,93.74,1.44,0.055,130.0,183.0
2392,93.41,1.44,0.386,131.0,213.0
2393,93.09,1.44,0.171,128.0,184.0
2394,92.77,1.44,0.142,140.0,191.0
2395,92.45,1.44,0.058,134.0,180.0
2396,92.13,1.44,0.204,136.0,182.0
2397,91.81,1.44,0.049,135.0,193.0
2398,91.5,1.44,0.06,131.0,167.0
2399,91.19,1.44,0.076,136.0,178.0
2400,90.88,1.44,0.019,129.0,165.0
2401,90.58,1.44,0.049,130.0,141.0
2402,90.27,1.44,0.148,127.0,183.0
2403,89.98,1.44,0.205,137.0,182.0
2404,89.68,1.44,0.048,129.0,177.0
2405,89.39,1.44,0.218,132.0,181.0
2406,89.1,1.44,0.236,126.0,173.0
2407,88.81,1.44,0.265,132.0,178.0
2408,88.52,1.44,0.26,131.0,202.0
2409,88.24,1.44,0.125,119.0,178.0
2410,87.97,1.44,0.108,127.0,182.0
2411,87.69,1.44,0.141,127.0,177.0
2412,87.42,1.44,0.169,124.0,174.0
2413,87.16,1.44,0.251,133.0,200.0
2414,86.9,1.44,0.035,119.0,156.0
2415,86.64,1.44,0.148,123.0,182.0
2416,86.38,1.44,0.14,120.0,155.0
2417,86.13,1.44,0.154,129.0,188.0
2418,85.89,1.44,0.107,119.0,173.0
2419,85.65,1.44,0.086,114.0,142.0
2420,85.41,1.44,0.175,125.0,165.0
2421,85.18,1.44,0.176,122.0,169.0
2422,84.95,1.44,0.173,128.0,181.0
2423,84.72,1.44,0.1,126.0,164.0
2424,84.5,1.44,0.115,121.0,166.0
2425,84.29,1.44,0.022,114.0,129.0
2426,84.08,1.44,0.084,115.0,162.0
2427,83.87,1.44,0.037,112.0,156.0
2428,83.67,1.44,0.248,120.0,186.0
2429,83.47,1.44,0.096,117.0,163.0
2430,83.28,1.44,0.174,119.0,161.0
2431,83.1,1.44,0.13,120.0,154.0
2432,82.91,1.44,0.138,129.0,168.0
2433,82.74,1.44,0.049,122.0,161.0
2434,82.57,1.44,0.104,119.0,153.0
2435,82.4,1.44,0.28,111.0,152.0
2436,82.24,1.44,0.236,118.0,168.0
2437,82.08,1.44,0.324,122.0,163.0
2438,81.93,1.44,0.336,120.0,166.0
2439,81.79,1.44,0.142,112.0,156.0
2440,81.65,1.44,0.169,115.0,163.0
2441,81.51,1.44,0.107,118.0,168.0
2442,81.39,1.44,0.141,115.0,159.0
2443,81.26,1.44,0.181,114.0,158.0
2444,81.14,1.44,0.248,106.0,157.0
2445,81.03,1.44,0.267,113.0,163.0
2446,80.93,1.44,0.139,118.0,151.0
2447,80.83,1.44,0.166,120.0,159.0
2448,80.73,1.44,0.135,116.0,176.0
2449,80.64,1.44,0.162,121.0,199.0
2450,80.56,1.44,0.126,115.0,165.0
2451,80.48,1.44,0.201,111.0,146.0
2452,80.41,1.44,0.077,113.0,170.0
2453,80.34,1.44,0.1,118.0,155.0
2454,80.28,1.44,0.251,114.0,167.0
2455,80.23,1.44,0.2,112.0,157.0
2456,80.18,1.44,0.097,107.0,147.0
2457,80.13,1.44,0.334,111.0,158.0
2458,80.1,1.44,0.018,113.0,161.0
2459,80.07,1.44,0.148,112.0,152.0
2460,80.04,1.44,0.142,110.0,157.0
2461,80.02,1.43,0.285,123.0,183.0
2462,80.01,1.43,0.081,118.0,157.0
2463,80.0,1.43,0.129,126.0,157.0
2464,80.0,1.43,0.108,107.0,136.0
2465,80.0,1.43,0.071,116.0,162.0
